1h,24h,7d,Liquidity Ratio,Volatility,price
0.32,0.19747899159663865,0.1579551981619759,0.00380751366458416,6.369479041254758e-13,1.0
0.48,0.23249299719887956,0.15623205054566341,0.0010783892793226333,6.29170517950829e-13,298.83
0.52,0.1792717086834734,0.2174037909247559,0.01696212643857189,6.295983627144271e-13,0.753601
0.528,0.25630252100840334,0.1588167719701321,0.007449804731548382,6.297936146543107e-13,0.051804162049
0.512,0.21288515406162464,0.1614014933946008,0.01412344945645361,6.312839703714668e-13,0.022568760363
0.45599999999999996,0.2366946778711483,0.1662837449741528,0.003657801406035412,6.293535909658622e-13,29.74
0.496,0.24649859943977592,0.16685812751292362,0.009323197298828495,6.298104682215891e-13,3.16
0.45599999999999996,0.2226890756302521,0.15249856404365308,0.01893092781860355,6.36903159588049e-13,7.74
0.496,0.211484593837535,0.1392877656519242,0.0021870064656403635,6.283272163342537e-13,32.27
0.488,0.20588235294117646,0.11774842044801842,0.0011177513444083369,6.288740119391569e-13,0.062799688152
0.488,0.2857142857142857,0.1582423894313613,0.0011061820156754605,6.29064365066888e-13,0.122181
0.312,0.2030812324929972,0.14646754738655945,0.0017581251010753537,6.28512986667407e-13,0.213154
0.504,0.2549019607843136,0.20017231476163125,0.0002488532535415369,6.289697780257293e-13,30.03
0.336,0.19467787114845939,0.14445720850086158,0.0015893489192051248,6.286498958745212e-13,1950.12
0.496,0.2507002801120448,0.14675473865594488,0.016200721669395193,6.34398102317817e-13,2.38
0.472,0.19887955182072828,0.16111430212521538,0.00019011642630824337,6.290056476762174e-13,0.564647
0.432,0.28291316526610644,0.16456059735784034,0.012823079720702337,6.300150347710531e-13,38.73
0.46399999999999997,0.31932773109243695,0.1927053417576106,0.0267245538938146,6.299351230560379e-13,0.492556
0.312,0.19747899159663865,0.15479609419873636,0.001434834161073063,6.274549851649635e-13,1.0
0.44,0.22829131652661064,0.13268236645605974,0.007085279847020159,6.27695017117001e-13,0.465346
0.52,0.19887955182072828,0.14043653072946588,0.0014955183170200783,6.285552302105296e-13,0.180078
0.52,0.226890756302521,0.14589316484778864,0.004868589887991933,6.340670083142728e-13,2.864e-09
0.528,0.2338935574229692,0.16283744974152786,0.003653957415517261,6.293801029133282e-13,0.735289
0.45599999999999996,0.22829131652661064,0.15594485927627802,0.005691815714606513,6.302868366137171e-13,0.008880296534
0.52,0.21008403361344538,0.14359563469270537,0.01842145584363187,6.160778503874109e-13,146.38
0.48,0.23809523809523794,0.15393452039058014,0.014703447657221435,6.321238168095957e-13,0.499727
0.512,0.24649859943977592,0.16513497989661113,0.01417080583135903,6.303113897048173e-13,0.509791
0.344,0.20448179271708683,0.14359563469270537,0.033882321767884464,6.214777258141734e-13,1.523622e-06
0.416,0.25770308123249297,0.18925904652498562,0.005726303655235913,6.292460959201585e-13,0.12635
0.488,0.2338935574229692,0.1415852958070075,0.000544747438209443,6.281981759169548e-13,0.428284
0.5439999999999992,0.242296918767507,0.14675473865594488,0.0495483168396465,6.455917682123247e-13,4.64
0.6559999999999999,0.29831932773109243,0.16513497989661113,0.005749994726943002,6.292974915800609e-13,7.24104e-07
0.4239999999999992,0.17086834733893558,0.13239517518667435,0.0018682684495136546,6.287877807362578e-13,28.12
0.416,0.1792717086834734,0.22860425043078691,0.0005515530872629037,6.28978653175594e-13,0.152116
0.40800000000000003,0.08823529411764704,0.15709362435381966,0.005013803223574926,6.283225782689181e-13,2.17
0.6559999999999999,0.21428571428571427,0.1711659965537048,0.04963033323645604,6.329646884346919e-13,1.57
0.616,0.226890756302521,0.1591039632395175,5.5029453574104875e-05,6.289670618354139e-13,1.95
0.28,0.32352941176470584,0.13699023549684092,0.025471637089796596,6.423193958413486e-13,0.042328407322
0.336,0.19887955182072828,0.15738081562320508,0.001849704141229738,6.320644823246286e-13,1.0
0.416,0.20448179271708683,0.16657093624353822,0.0435837733316006,6.361314408065175e-13,0.048936163597
0.352,0.3529411764705882,0.2122343480758185,0.0004489813179062425,6.289722978274319e-13,33.97
0.448,0.2170868347338934,0.14675473865594488,0.0073356984342634836,6.166483290740426e-13,0.384838
0.344,0.211484593837535,0.1289488799540494,0.002607505232125133,6.286995734369675e-13,0.419373
0.5680000000000001,0.21428571428571427,0.15364732912119472,0.02518730792447993,6.355651681475566e-13,0.338855
0.40800000000000003,0.22408963585434172,0.13813900057438255,0.001427258461869675,6.286178631462856e-13,0.609779
0.496,0.2507002801120448,0.16657093624353822,0.006891347326197545,6.295752760717345e-13,519.92
0.44,0.22829131652661064,0.1820792647903504,0.009705103682729137,6.296116004071694e-13,1.43
0.632,0.25770308123249297,0.16168868466398623,0.024908963098067984,6.31071454177992e-13,14.05
0.432,0.2549019607843136,0.16025272831705917,0.007984393117316111,6.29960099435597e-13,0.869127
0.6399999999999992,0.3165266106442577,0.30499712808730617,0.0030043664188739425,6.289993967394839e-13,2.98
0.8959999999999999,1.0,1.0,0.6583694430699136,6.305028776262708e-13,0.534126
0.432,0.21008403361344538,0.14014933946008043,0.017800804683840956,6.246921140998441e-13,0.003547901833
0.4239999999999992,0.22549019607843138,0.1527857553130385,0.004029057645733962,6.3073956387719e-13,0.010554840501
0.512,0.20868347338935572,0.15766800689259047,0.026564523528106343,6.353292199877186e-13,3.06
0.328,0.20588235294117646,0.15651924181504884,0.8805923502953462,1.8605651863078834e-12,3.97
0.312,0.19887955182072828,0.15709362435381966,0.028794188474063166,8.705910760907181e-13,0.999103
0.392,0.23109243697478993,0.14646754738655945,0.006023138979428872,6.121120222195225e-13,1.15
0.8,0.3403361344537815,0.17863296955772545,0.09677367154871497,6.323722148415985e-13,0.060612313279
1.0,0.4453781512605042,0.22343480758184953,0.03283608258517481,6.295178569607019e-13,1.29
0.632,0.21988795518207283,0.13584147041929928,0.007816423436366715,6.253160228118785e-13,4.16
0.376,0.23529411764705882,0.15393452039058014,0.0019494533822213525,6.296416962093725e-13,0.004899527146
0.56,0.211484593837535,0.1415852958070075,0.009737828986374115,6.226741773244545e-13,1.18
0.4239999999999992,0.19047619047619047,0.12119471568064333,0.0011893651797512635,6.288740241187158e-13,0.401895
0.552,0.2226890756302521,0.17403790924755888,0.010923112406742368,6.298167289161814e-13,0.019668130187
0.496,0.5,0.21711659965537047,0.0026622215500406777,6.290099321293815e-13,0.389141
0.496,0.15406162464985992,0.13584147041929928,0.008848838910879344,6.280544987151633e-13,0.468329
0.432,0.20588235294117646,0.16255025847214247,0.005361419095278829,6.300848450623189e-13,2.03
0.552,0.303921568627451,0.15594485927627802,0.004326395760398159,6.293160026682817e-13,25.32
0.264,0.6008403361344538,0.24669730040206778,0.07768503004157966,6.30057550364619e-13,2.2
0.44,0.2394957983193277,0.28173463526708786,0.0021878637844715528,6.289983146388948e-13,3.3
0.48,0.2535014005602241,0.15336013785180933,0.01263242373832213,6.311685440505005e-13,0.797778
0.472,0.23249299719887956,0.1579551981619759,2.6093007515876202e-06,6.289605212155388e-13,5.06313e-07
0.496,0.23809523809523794,0.15594485927627802,0.0016790866060389462,6.292536134213402e-13,1.86
0.40800000000000003,0.26050420168067223,0.16800689259046525,0.001951561777476409,6.291324528409812e-13,3.3
0.5359999999999991,0.2549019607843136,0.18552556002297532,0.011761010432350512,6.29547531643248e-13,0.001341144021
0.496,0.2366946778711483,0.24669730040206778,0.0010983644490754764,6.289854565011668e-13,1.44
0.328,0.20588235294117646,0.15766800689259047,0.008983292731160905,6.364985379770667e-13,0.99909
0.496,0.3389355742296917,0.16255025847214247,0.008814791339666422,6.294773428255078e-13,0.063408018304
0.224,0.18487394957983191,0.15738081562320508,5.068489465585736e-06,6.289578264605233e-13,0.191627
0.488,0.2801120448179272,0.16800689259046525,0.0574727431400578,6.330129361557123e-13,1.34
0.632,0.25630252100840334,0.14646754738655945,0.005203532099466365,6.299304265304208e-13,2.8340322e-05
0.4,0.23249299719887956,0.15163699023549684,3.431779078305607e-05,6.289770052294517e-13,5.35
0.528,0.23109243697478993,0.16312464101091328,0.01294661769645359,6.304690039440901e-13,5.33
0.312,0.24089635854341737,0.2073520964962665,0.017262360760621646,6.296632681731428e-13,0.104299
0.4,0.22549019607843138,0.15450890292935096,0.10244942570957469,6.680382762226193e-13,0.00026633365
0.40800000000000003,0.19467787114845939,0.13612866168868468,0.005755771440385728,6.281933908945288e-13,0.558123
0.46399999999999997,0.21428571428571427,0.15450890292935096,0.006876739003596437,6.315831218047978e-13,3.85
0.52,0.16386554621848737,0.1743251005169443,0.03144826700570545,6.332165671875204e-13,2.04
0.5840000000000001,0.19607843137254902,0.2708213670304423,0.004965132966100832,6.290571878916175e-13,2.02
0.52,0.07983193277310922,0.17576105686387133,0.03756199699065295,6.739897036637237e-13,0.721272
0.472,0.2338935574229692,0.16685812751292362,0.03373793868116211,6.32499031003849e-13,1.87
0.504,0.24649859943977592,0.17604824813325676,0.04368298174466051,6.318926465389089e-13,1.34
0.44,0.13305322128851538,0.19442848937392304,0.09146175586675577,6.366352237152185e-13,1.71
0.296,0.2030812324929972,0.1556576680068926,0.011910481883478524,5.956438308507287e-13,2.79
0.4,0.211484593837535,0.16542217116599653,0.006728549813966875,6.300893389542972e-13,0.543192
0.45599999999999996,0.22829131652661064,0.13210798391728892,0.003383281664128118,6.283559938487946e-13,2.2321211e-05
0.496,0.2450980392156863,0.12665134979896614,0.007405170413195157,6.276918677965489e-13,0.045156504195
0.432,0.2184873949579832,0.1636990235496841,0.0028187595210800794,6.294063682247769e-13,1.14
0.504,0.2156862745098039,0.1685812751292361,0.004101897121010578,6.294071003909395e-13,87.91
0.5359999999999991,0.18627450980392157,0.1280873061458932,0.026632195412121508,6.262009501956644e-13,4.7
0.504,0.226890756302521,0.1717403790924756,0.000620442886029951,6.290142998864596e-13,3.37
0.46399999999999997,0.20448179271708683,0.1556576680068926,0.0018732069853530644,6.297873973713314e-13,0.488809
0.416,0.2759103641456581,0.16714531878230904,0.03008432241939676,6.313875398027851e-13,2.51
0.352,0.24649859943977592,0.1777713957495692,0.0007874367804116212,6.290190641569572e-13,0.061152343679
0.344,0.20868347338935572,0.1605399195864446,0.02310826339183496,6.37039926150561e-13,1.1
0.488,0.20728291316526595,0.1639862148190695,0.01986172907120005,6.321048359403697e-13,0.327851
0.496,0.22128851540616246,0.15939115450890295,0.01754612514122554,6.320275879387085e-13,0.002351313514
0.40800000000000003,0.1680672268907563,0.13296955772544516,0.009580887674377689,6.280955538333164e-13,65.15
0.40800000000000003,0.20728291316526595,0.1473291211947157,0.007238738641458327,6.249103966201378e-13,0.056745127667
0.392,0.20448179271708683,0.1504882251579552,0.03075638948989272,5.966979234317198e-13,0.503878
0.4,0.23249299719887956,0.16427340608845492,0.007433535457395433,6.29982682988422e-13,0.040119247871
0.328,0.24369747899159663,0.17288914417001724,0.00010392224739267923,6.289697548198087e-13,3.8
0.5439999999999992,0.26050420168067223,0.16599655370476737,0.056585681725433344,6.334824245242061e-13,0.37938
0.528,0.21008403361344538,0.14072372199885125,0.017108171512339718,6.221235916337114e-13,2.43
0.472,0.2703081232492997,0.12952326249282023,0.0042910185950560745,6.274596998396114e-13,0.819159
0.448,0.2647058823529412,0.15939115450890295,0.015287322778764548,6.307174075055049e-13,0.201515
0.304,0.19607843137254902,0.15709362435381966,0.003003755787775431,6.163568178860998e-13,0.997171
0.5439999999999992,0.2366946778711483,0.15623205054566341,0.035593896220619384,6.344913954080643e-13,0.037068909834
0.36,0.22549019607843138,0.1636990235496841,0.028031552113561092,6.337607023222648e-13,0.072194784903
0.528,0.25210084033613445,0.14445720850086158,0.0383426878813122,6.435854633186379e-13,8.73
0.432,0.18487394957983191,0.16915565766800691,0.0022406812939178167,6.293517949030206e-13,4.91
0.384,0.20728291316526595,0.1662837449741528,0.008056660185995374,6.30368580562449e-13,0.10323
0.3679999999999992,0.10224089635854339,0.332854681217691,0.18402369774651983,6.317627222475766e-13,0.434115
0.24,0.1456582633053221,0.11975875933371627,0.013749903561495226,6.283044712796042e-13,0.002952176693
0.5359999999999991,0.2689075630252101,0.17834577828834003,0.02248738280580161,6.301934405214562e-13,0.469383
0.32,0.21008403361344538,0.1479035037334865,0.004669081064472869,6.271790952155199e-13,0.016347118202
0.5840000000000001,0.20588235294117646,0.16599655370476737,0.004777177170508139,6.295246909825887e-13,1126.14
0.416,0.2366946778711483,0.15479609419873636,0.01599139489544774,6.330265599808517e-13,0.815228
0.44,0.2184873949579832,0.15680643308443423,0.0011947303108835062,6.292942573537912e-13,13.05
0.40800000000000003,0.18347338935574228,0.1450315910396324,0.0037532955370121724,6.281726556338766e-13,2.19
0.3679999999999992,0.28291316526610644,0.19615163699023552,0.004699269264184875,6.291533722239045e-13,1.21
0.45599999999999996,0.23809523809523794,0.1717403790924756,0.007805906525227271,6.296284783657965e-13,0.223833
0.552,0.24369747899159663,0.15450890292935096,0.005507463876807416,6.298159309458821e-13,7.530048e-06
0.4239999999999992,0.22549019607843138,0.15393452039058014,0.00679211364515314,6.314381998954566e-13,0.192938
0.4239999999999992,0.22829131652661064,0.1553704767375072,0.004662809453101881,6.302643552727843e-13,0.740085
0.5680000000000001,0.29551820728291317,0.1636990235496841,0.05117888341371291,6.323958709449452e-13,4.05
0.512,0.22549019607843138,0.15709362435381966,0.20904339635679892,6.679427517042518e-13,3.07
0.46399999999999997,0.22969187675070027,0.172027570361861,3.5883464127627284e-06,6.289603853836623e-13,40647.97
0.352,0.12044817927170867,0.15221137277426766,6.14023998007479e-05,6.289523744741434e-13,0.609647
0.44,0.22128851540616246,0.16542217116599653,0.0004274427929198607,6.290179191407315e-13,1.86
0.432,0.3879551820728292,0.19529006318207928,0.0659777989434741,6.30909583318606e-13,0.013806375745
0.45599999999999996,0.21988795518207283,0.16312464101091328,0.005766079079513577,6.298398281220731e-13,4.43
0.472,0.20728291316526595,0.1364158529580701,0.005686044296712695,6.27899724044992e-13,0.116231
0.448,0.21288515406162464,0.13268236645605974,0.0017051445372731767,6.287090301024859e-13,196.83
0.344,0.2030812324929972,0.1588167719701321,0.004748147855927009,6.318061248784987e-13,0.73676
0.40800000000000003,0.23809523809523794,0.16513497989661113,0.007803477399260965,6.299091102790258e-13,0.81278
0.504,0.2759103641456581,0.1662837449741528,0.017310988425266387,6.302570999693094e-13,0.268256
0.488,0.44397759103641454,0.3449167145318782,0.0033535787038301624,6.289930956621427e-13,1.18
0.528,0.26750700280112044,0.1717403790924756,0.03683306277370453,6.31374834595779e-13,4.62
0.616,0.3865546218487395,0.22716829408385986,0.0037077106162700965,6.290346785741506e-13,1.34
0.512,0.21428571428571427,0.1636990235496841,0.01895190566828553,6.316106972062549e-13,0.606166
0.288,0.2773109243697479,0.14531878230901785,0.00027870080908252976,6.291399698224592e-13,0.06259333954
0.36,0.21428571428571427,0.19356691556576683,0.0020013752458477607,6.290758916524144e-13,8.42
0.5359999999999991,0.2507002801120448,0.1392877656519242,0.004734859680118404,6.388933970113756e-13,22.78
0.45599999999999996,0.19607843137254902,0.19213095921883977,0.02316792861038282,6.303587510614008e-13,0.218404
